"#MaryWhalen  - #PortSideNY"
"7/11/23 12:00 AM : 1 Year"
"","","PortSide NewYork","PortSide NewYork","PortSide NewYork","PortSide NewYork","PortSide NewYork","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor"
"","Barometer","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","AirLink","AirLink","AirLink","AirLink","AirLink"
"","","","","","","","","","","",""
"Date & Time","Barometer - in Hg","Temp - °F","Hum - %","Avg Wind Speed - mph","Avg Wind Dir","Rain - in","AQI","PM 1 - ug/m³","PM 2.5 - ug/m³","PM 10 - ug/m³","Temp - °F"
"7/14/23 8:30 AM","29.88","74","83","4","NNW","0.00","46","9","11","12","72"
"7/14/23 8:45 AM","29.90","75","80","5","N","0.00","52","10","12","14","74"
"7/14/23 9:00 AM","29.92","75","80","9","N","0.00","40","8","10","10","76"
"7/14/23 9:15 AM","29.91","75","80","6","N","0.00","29","6","7","8","77"
"7/14/23 9:30 AM","29.90","76","79","4","N","0.00","41","8","10","11","78"
"7/14/23 9:45 AM","29.90","77","79","5","N","0.00","41","8","10","10","81"
"7/14/23 10:00 AM","29.90","78","77","3","NE","0.00","45","8","11","12","81"
"7/14/23 10:15 AM","29.91","78","76","3","NE","0.00","44","9","11","12","81"
"7/14/23 10:30 AM","29.91","79","76","4","ENE","0.00","51","9","12","13","80"
"7/14/23 10:45 AM","29.91","80","75","4","NE","0.00","54","10","14","14","80"
"7/14/23 11:00 AM","29.91","77","80","10","N","0.00","35","6","8","10","80"
"7/14/23 11:15 AM","29.90","76","79","9","N","0.00","24","4","6","7","80"
"7/14/23 11:30 AM","29.91","79","74","7","N","0.00","33","6","8","10","83"
"7/14/23 11:45 AM","29.92","81","72","5","NNE","0.00","37","7","9","10","86"
"7/14/23 12:00 PM","29.92","81","77","9","N","0.00","38","7","9","10","87"
"7/14/23 12:15 PM","29.92","80","72","9","N","0.00","45","9","11","12","88"
"7/14/23 12:30 PM","29.92","81","73","8","N","0.00","48","9","11","13","89"
"7/14/23 12:45 PM","29.91","81","75","8","NNW","0.00","52","10","12","14","88"
"7/14/23 1:00 PM","29.91","81","75","7","N","0.00","58","12","16","17","87"
"7/14/23 1:15 PM","29.91","83","73","11","E","0.00","73","17","23","24","84"
"7/14/23 1:30 PM","29.90","82","75","12","E","0.00","74","17","23","24","82"
"7/14/23 1:45 PM","29.91","82","76","10","E","0.00","74","17","23","25","81"
"7/14/23 2:00 PM","29.92","81","77","10","E","0.00","73","16","22","24","79"
"7/14/23 2:15 PM","29.91","80","77","9","E","0.00","70","15","21","23","79"
"7/14/23 2:30 PM","29.91","81","73","9","E","0.00","72","16","22","24","80"
"7/14/23 2:45 PM","29.91","82","71","8","ENE","0.00","68","15","20","22","84"
"7/14/23 3:00 PM","29.90","83","69","7","NE","0.00","69","16","20","22","85"
"7/14/23 3:15 PM","29.90","84","69","8","E","0.00","69","16","21","22","85"
"7/14/23 3:30 PM","29.90","84","69","7","E","0.00","68","15","20","22","85"
"7/14/23 3:45 PM","29.90","84","68","8","E","0.00","68","15","20","21","85"
"7/14/23 4:00 PM","29.89","85","70","6","ENE","0.00","65","15","19","20","86"
"7/14/23 4:15 PM","29.89","83","74","10","E","0.00","66","15","19","21","84"
"7/14/23 4:30 PM","29.90","83","73","6","E","0.00","73","17","22","24","83"
"7/14/23 4:45 PM","29.90","83","73","5","ENE","0.00","72","18","22","23","83"
"7/14/23 5:00 PM","29.89","82","75","8","E","0.00","71","17","22","23","82"
"7/14/23 5:15 PM","29.90","81","77","8","E","0.00","69","16","21","22","80"
"7/14/23 5:30 PM","29.89","81","76","8","E","0.00","69","16","21","22","79"
"7/14/23 5:45 PM","29.89","81","76","6","E","0.00","70","16","21","22","80"
"7/14/23 6:00 PM","29.90","81","75","5","E","0.00","69","16","21","22","80"
"7/14/23 6:15 PM","29.89","81","74","6","ESE","0.00","67","15","20","21","80"
"7/14/23 6:30 PM","29.89","81","75","8","ESE","0.00","64","14","18","19","79"
"7/14/23 6:45 PM","29.89","80","78","8","ESE","0.00","63","14","18","19","79"
"7/14/23 7:00 PM","29.88","80","80","8","ESE","0.00","69","16","21","22","78"
"7/14/23 7:15 PM","29.89","79","81","7","ESE","0.00","72","17","22","23","77"
"7/14/23 7:30 PM","29.89","79","81","6","ESE","0.00","73","18","23","24","77"
"7/14/23 7:45 PM","29.90","79","81","3","E","0.00","70","16","21","22","77"
"7/14/23 8:00 PM","29.89","79","81","2","E","0.00","72","17","22","23","78"
"7/14/23 8:15 PM","29.90","79","80","3","E","0.00","73","17","22","24","78"
"7/14/23 8:30 PM","29.90","80","80","1","NE","0.00","71","17","22","23","79"
"7/14/23 8:45 PM","29.90","80","82","1","SW","0.00","74","18","23","24","79"
"7/14/23 9:00 PM","29.91","79","82","2","NNW","0.00","78","19","25","26","79"
"7/14/23 9:15 PM","29.91","79","82","1","ESE","0.00","75","18","24","25","79"
"7/14/23 9:30 PM","29.92","79","78","6","WSW","0.00","74","18","23","24","78"
"7/14/23 9:45 PM","29.93","78","73","8","NW","0.00","51","10","12","13","77"
"7/14/23 10:00 PM","29.93","78","74","10","NNW","0.00","29","6","7","7","77"
"7/14/23 10:15 PM","29.93","77","75","6","NW","0.00","30","6","7","7","76"
"7/14/23 10:30 PM","29.93","78","73","2","NNW","0.00","29","6","7","7","77"
"7/14/23 10:45 PM","29.95","78","75","2","SE","0.01","29","6","7","8","77"
"7/14/23 11:00 PM","29.97","73","89","19","W","0.72","33","5","8","11","68"
"7/14/23 11:15 PM","29.97","70","92","10","WNW","0.02","29","6","7","8","66"
"7/14/23 11:30 PM","29.96","70","93","6","NW","0.02","29","6","7","8","68"
"7/14/23 11:45 PM","29.96","71","93","2","NNW","0.00","28","6","7","7","69"
"7/15/23 12:00 AM","29.94","71","93","3","ENE","0.00","34","7","8","9","69"
"7/15/23 12:15 AM","29.95","71","93","1","E","0.00","32","6","8","8","70"
"7/15/23 12:30 AM","29.95","71","93","2","S","0.00","36","7","9","9","70"
"7/15/23 12:45 AM","29.95","71","94","1","SSW","0.00","33","7","8","9","70"
"7/15/23 1:00 AM","29.95","71","94","2","SW","0.00","52","10","12","13","70"
"7/15/23 1:15 AM","29.94","71","94","1","SW","0.00","60","13","16","18","70"
"7/15/23 1:30 AM","29.94","71","94","1","S","0.00","44","8","10","11","70"
"7/15/23 1:45 AM","29.95","72","94","1","SSE","0.00","46","9","11","12","71"
"7/15/23 2:00 AM","29.94","72","94","2","SSE","0.00","52","10","13","13","71"
"7/15/23 2:15 AM","29.94","72","93","2","SSE","0.00","55","11","14","14","71"
"7/15/23 2:30 AM","29.94","72","94","1","SSE","0.00","55","11","14","15","71"
"7/15/23 2:45 AM","29.93","72","94","0","SSE","0.00","49","10","12","12","71"
"7/15/23 3:00 AM","29.93","72","93","1","SSE","0.00","51","10","12","13","71"
"7/15/23 3:15 AM","29.94","72","94","0","N","0.00","42","8","10","11","71"
"7/15/23 3:30 AM","29.93","72","93","1","SSE","0.00","40","8","10","10","71"
"7/15/23 3:45 AM","29.93","72","93","0","SSE","0.00","38","8","9","10","71"
"7/15/23 4:00 AM","29.92","72","94","0","N","0.00","45","8","11","11","72"
"7/15/23 4:15 AM","29.91","72","94","1","SSE","0.00","56","12","14","15","72"
"7/15/23 4:30 AM","29.91","72","94","1","SSW","0.00","58","13","16","16","72"
"7/15/23 4:45 AM","29.92","72","94","0","WSW","0.00","55","11","14","15","71"
"7/15/23 5:00 AM","29.92","72","94","1","WSW","0.00","58","12","15","16","71"
"7/15/23 5:15 AM","29.93","72","94","1","WSW","0.00","62","14","18","18","72"
"7/15/23 5:30 AM","29.92","72","95","1","WSW","0.00","62","13","17","18","72"
"7/15/23 5:45 AM","29.92","72","94","1","WSW","0.00","62","13","18","18","72"
"7/15/23 6:00 AM","29.93","73","94","1","WSW","0.00","64","14","18","19","72"
"7/15/23 6:15 AM","29.94","73","94","2","W","0.00","59","12","16","16","72"
"7/15/23 6:30 AM","29.94","73","93","2","NW","0.00","62","13","18","18","72"
"7/15/23 6:45 AM","29.94","73","91","1","NNW","0.00","68","15","20","21","73"
"7/15/23 7:00 AM","29.95","74","90","2","N","0.00","70","15","21","22","73"
"7/15/23 7:15 AM","29.95","74","88","3","N","0.00","67","14","20","20","75"
"7/15/23 7:30 AM","29.95","74","88","3","NNW","0.00","65","14","19","20","76"
"7/15/23 7:45 AM","29.95","75","88","4","NNW","0.00","66","15","19","20","77"
"7/15/23 8:00 AM","29.96","75","88","3","NNW","0.00","66","14","19","20","78"
"7/15/23 8:15 AM","29.96","75","87","1","N","0.00","67","15","20","20","78"
"7/15/23 8:30 AM","29.97","76","86","1","NE","0.00","67","15","20","21","79"
"7/15/23 8:45 AM","29.97","77","84","2","WNW","0.00","73","17","22","24","80"
"7/15/23 9:00 AM","29.97","77","85","3","W","0.00","75","17","23","25","80"
"7/15/23 9:15 AM","29.98","77","84","3","W","0.00","77","18","24","26","80"
"7/15/23 9:30 AM","29.98","78","84","3","W","0.00","77","18","24","25","80"
"7/15/23 9:45 AM","29.98","78","83","3","WSW","0.00","80","19","26","27","80"
"7/15/23 10:00 AM","29.98","79","81","2","SW","0.00","78","18","25","26","80"
"7/15/23 10:15 AM","29.98","80","79","2","SE","0.00","86","20","29","31","81"
"7/15/23 10:30 AM","29.98","80","78","2","W","0.00","87","20","29","31","83"
"7/15/23 10:45 AM","29.97","80","78","2","W","0.00","86","20","29","31","85"
"7/15/23 11:00 AM","29.97","81","76","2","W","0.00","83","19","27","28","86"
"7/15/23 11:15 AM","29.97","82","76","3","WNW","0.00","81","20","26","28","87"
"7/15/23 11:30 AM","29.98","82","75","4","W","0.00","88","21","30","31","87"
"7/15/23 11:45 AM","29.97","82","74","4","W","0.00","90","22","31","33","87"
"7/15/23 12:00 PM","29.97","83","75","4","W","0.00","92","22","32","34","87"
"7/15/23 12:15 PM","29.97","83","73","4","W","0.00","94","23","33","36","88"
"7/15/23 12:30 PM","29.97","84","72","3","W","0.00","90","22","31","33","88"
"7/15/23 12:45 PM","29.97","85","70","4","SW","0.00","96","23","33","38","87"
"7/15/23 1:00 PM","29.97","85","70","5","SSW","0.00","83","20","27","28","85"
"7/15/23 1:15 PM","29.97","85","67","4","SSW","0.00","77","18","24","25","85"
"7/15/23 1:30 PM","29.95","86","65","6","S","0.00","72","18","22","23","86"
"7/15/23 1:45 PM","29.95","87","65","6","S","0.00","73","18","23","24","86"
"7/15/23 2:00 PM","29.94","87","66","7","SE","0.00","74","18","23","24","87"
"7/15/23 2:15 PM","29.95","87","69","8","ESE","0.00","77","18","24","25","87"
"7/15/23 2:30 PM","29.95","86","70","11","ESE","0.00","77","18","24","25","86"
"7/15/23 2:45 PM","29.95","85","72","11","ESE","0.00","75","18","24","24","85"
"7/15/23 3:00 PM","29.95","85","70","10","ESE","0.00","77","18","24","25","85"
"7/15/23 3:15 PM","29.94","85","68","12","ESE","0.00","66","15","19","20","85"
"7/15/23 3:30 PM","29.94","85","67","12","ESE","0.00","61","14","17","18","84"
"7/15/23 3:45 PM","29.93","85","66","12","ESE","0.00","59","13","16","16","83"
"7/15/23 4:00 PM","29.93","85","63","12","ESE","0.00","43","9","10","11","83"
"7/15/23 4:15 PM","29.92","85","71","12","ESE","0.00","55","11","14","14","83"
"7/15/23 4:30 PM","29.91","83","75","12","ESE","0.00","67","16","20","21","82"
"7/15/23 4:45 PM","29.91","83","76","12","ESE","0.00","67","16","20","20","81"
"7/15/23 5:00 PM","29.91","82","79","11","ESE","0.00","67","15","20","21","80"
"7/15/23 5:15 PM","29.92","82","82","11","ESE","0.00","67","16","20","21","79"
"7/15/23 5:30 PM","29.92","81","84","13","ESE","0.00","64","14","18","19","78"
"7/15/23 5:45 PM","29.92","80","83","12","ESE","0.00","59","13","16","17","78"
"7/15/23 6:00 PM","29.92","80","84","11","ESE","0.00","57","12","15","16","78"
"7/15/23 6:15 PM","29.92","80","86","11","ESE","0.00","55","11","14","15","77"
"7/15/23 6:30 PM","29.92","80","87","10","ESE","0.00","54","11","14","15","77"
"7/15/23 6:45 PM","29.92","79","88","10","ESE","0.00","59","12","16","17","77"
"7/15/23 7:00 PM","29.92","79","90","8","ESE","0.04","61","13","17","18","76"
"7/15/23 7:15 PM","29.92","78","90","4","SE","0.02","63","13","18","20","76"
"7/15/23 7:30 PM","29.91","78","91","2","SE","0.01","63","13","18","20","76"
"7/15/23 7:45 PM","29.92","78","91","2","SE","0.01","70","15","21","23","76"
"7/15/23 8:00 PM","29.92","78","88","2","ESE","0.01","66","15","19","21","77"
"7/15/23 8:15 PM","29.92","79","86","3","ESE","0.00","70","16","21","23","77"
"7/15/23 8:30 PM","29.91","79","85","5","E","0.00","63","14","18","19","77"
"7/15/23 8:45 PM","29.91","78","86","6","E","0.00","57","12","15","16","76"
"7/15/23 9:00 PM","29.90","78","88","4","E","0.00","63","14","18","19","76"
"7/15/23 9:15 PM","29.91","78","90","6","E","0.00","66","14","19","21","76"
"7/15/23 9:30 PM","29.91","78","91","4","E","0.00","65","14","19","21","76"
"7/15/23 9:45 PM","29.92","78","91","5","E","0.00","64","14","18","21","76"
"7/15/23 10:00 PM","29.92","78","91","5","E","0.00","61","13","17","19","76"
"7/15/23 10:15 PM","29.92","78","91","4","E","0.00","58","12","15","18","77"
"7/15/23 10:30 PM","29.92","78","91","5","E","0.00","54","10","14","16","77"
"7/15/23 10:45 PM","29.92","78","91","6","ESE","0.00","53","10","13","15","76"
"7/15/23 11:00 PM","29.92","78","91","6","ESE","0.00","55","10","14","16","76"
"7/15/23 11:15 PM","29.92","78","91","8","ESE","0.00","52","10","13","14","76"
"7/15/23 11:30 PM","29.92","78","91","8","ESE","0.00","53","10","13","15","76"
"7/15/23 11:45 PM","29.92","78","91","8","ESE","0.00","51","9","12","14","76"
"7/16/23 12:00 AM","29.92","78","90","6","ESE","0.00","51","9","12","14","76"
"7/16/23 12:15 AM","29.92","78","91","7","E","0.00","47","9","11","13","76"
"7/16/23 12:30 AM","29.92","78","91","7","E","0.00","45","8","11","13","76"
"7/16/23 12:45 AM","29.91","78","90","7","E","0.00","43","8","10","12","76"
"7/16/23 1:00 AM","29.91","78","90","6","E","0.00","41","7","10","12","76"
"7/16/23 1:15 AM","29.91","78","90","6","E","0.00","40","8","10","12","76"
"7/16/23 1:30 AM","29.90","78","90","7","ESE","0.00","42","8","10","12","76"
"7/16/23 1:45 AM","29.89","78","90","6","E","0.00","42","8","10","12","76"
"7/16/23 2:00 AM","29.89","78","90","6","E","0.00","39","7","9","12","76"
"7/16/23 2:15 AM","29.88","78","91","7","E","0.00","42","8","10","12","76"
"7/16/23 2:30 AM","29.88","78","90","6","ESE","0.00","45","8","11","14","76"
"7/16/23 2:45 AM","29.88","78","90","8","ESE","0.00","46","8","11","13","76"
"7/16/23 3:00 AM","29.88","78","90","9","ESE","0.00","45","8","11","13","76"
"7/16/23 3:15 AM","29.88","78","90","8","ESE","0.00","49","9","12","14","76"
"7/16/23 3:30 AM","29.87","78","90","9","ESE","0.00","47","8","11","14","76"
"7/16/23 3:45 AM","29.85","78","90","9","ESE","0.00","44","8","10","13","76"
"7/16/23 4:00 AM","29.84","78","90","7","ESE","0.00","45","8","11","13","76"
"7/16/23 4:15 AM","29.83","78","90","9","ESE","0.00","44","8","11","13","76"
"7/16/23 4:30 AM","29.83","78","90","10","ESE","0.00","49","8","12","14","76"
"7/16/23 4:45 AM","29.84","78","91","11","ESE","0.00","46","8","11","13","75"
"7/16/23 5:00 AM","29.83","78","90","10","ESE","0.00","39","7","9","12","75"
"7/16/23 5:15 AM","29.82","78","90","9","ESE","0.00","35","6","8","11","76"
"7/16/23 5:30 AM","29.82","78","90","9","ESE","0.00","35","6","8","10","76"
"7/16/23 5:45 AM","29.83","78","91","8","ESE","0.00","35","6","8","11","76"
"7/16/23 6:00 AM","29.83","78","92","9","ESE","0.00","34","6","8","11","75"
"7/16/23 6:15 AM","29.82","78","92","7","ESE","0.00","36","6","9","11","75"
"7/16/23 6:30 AM","29.82","78","91","10","ESE","0.04","35","6","8","10","75"
"7/16/23 6:45 AM","29.82","77","90","12","SE","0.02","19","4","4","6","74"
"7/16/23 7:00 AM","29.83","76","90","8","SE","0.00","11","2","3","4","74"
"7/16/23 7:15 AM","29.83","77","88","9","SSE","0.00","8","2","2","3","74"
"7/16/23 7:30 AM","29.83","77","89","9","SE","0.00","5","1","1","2","74"
"7/16/23 7:45 AM","29.83","77","88","9","SE","0.00","5","1","1","2","75"
"7/16/23 8:00 AM","29.83","77","89","8","SSE","0.05","7","1","2","2","75"
"7/16/23 8:15 AM","29.84","77","92","7","SSE","0.02","11","2","3","4","74"
"7/16/23 8:30 AM","29.84","76","92","6","SSE","0.00","15","3","4","4","74"
"7/16/23 8:45 AM","29.84","77","92","6","SSE","0.06","17","3","4","5","74"
"7/16/23 9:00 AM","29.84","76","93","6","SSE","0.04","18","4","4","5","74"
"7/16/23 9:15 AM","29.84","76","92","6","SSE","0.08","13","3","3","4","74"
"7/16/23 9:30 AM","29.84","76","92","6","SSE","0.11","11","2","2","3","74"
"7/16/23 9:45 AM","29.84","76","93","6","SE","0.03","17","3","4","5","74"
"7/16/23 10:00 AM","29.84","76","92","10","SE","0.11","18","4","4","5","73"
"7/16/23 10:15 AM","29.84","75","92","7","SE","0.13","8","1","2","3","72"
"7/16/23 10:30 AM","29.84","74","94","5","SE","0.05","22","4","5","6","72"
"7/16/23 10:45 AM","29.84","75","94","8","SE","0.18","19","3","4","6","72"
"7/16/23 11:00 AM","29.84","75","92","6","SE","0.01","12","2","3","4","73"
"7/16/23 11:15 AM","29.84","77","90","5","SSE","0.00","24","4","6","6","75"
"7/16/23 11:30 AM","29.83","78","89","5","SSE","0.00","20","4","5","6","76"
"7/16/23 11:45 AM","29.84","78","87","5","SSE","0.00","18","4","4","5","77"
"7/16/23 12:00 PM","29.84","79","87","6","SE","0.00","25","5","6","7","77"
"7/16/23 12:15 PM","29.84","78","88","6","SSE","0.00","23","5","6","6","76"
"7/16/23 12:30 PM","29.85","77","91","4","WSW","0.10","32","6","8","9","75"
"7/16/23 12:45 PM","29.84","76","93","5","W","0.45","53","10","13","16","73"
"7/16/23 1:00 PM","29.84","74","93","3","NNW","0.03","67","16","20","22","73"
"7/16/23 1:15 PM","29.83","75","92","3","NNW","0.01","39","8","9","10","75"
"7/16/23 1:30 PM","29.83","76","91","2","NNW","0.00","51","11","12","13","77"
"7/16/23 1:45 PM","29.83","76","90","2","NNW","0.00","31","6","8","8","78"
"7/16/23 2:00 PM","29.82","77","89","1","NNW","0.00","34","7","8","9","79"
"7/16/23 2:15 PM","29.81","77","87","0","NNW","0.00","31","6","7","8","80"
"7/16/23 2:30 PM","29.82","78","85","2","ESE","0.00","22","5","5","6","80"
"7/16/23 2:45 PM","29.82","78","84","3","SE","0.00","16","3","4","4","78"
"7/16/23 3:00 PM","29.82","78","86","2","S","0.00","21","4","5","6","77"
"7/16/23 3:15 PM","29.82","78","88","2","SSW","0.00","25","5","6","6","77"
"7/16/23 3:30 PM","29.81","78","89","1","SSW","0.00","26","5","6","7","78"
"7/16/23 3:45 PM","29.80","78","86","1","SSW","0.00","16","3","4","4","79"
"7/16/23 4:00 PM","29.81","78","87","1","SSW","0.00","21","4","5","5","78"
"7/16/23 4:15 PM","29.81","78","87","1","SSW","0.00","24","5","6","6","78"
"7/16/23 4:30 PM","29.80","78","87","2","SSW","0.00","27","6","6","7","78"
"7/16/23 4:45 PM","29.79","78","87","3","S","0.00","29","6","7","7","77"
"7/16/23 5:00 PM","29.80","78","87","2","ESE","0.00","24","5","6","6","77"
"7/16/23 5:15 PM","29.80","78","87","2","S","0.00","27","5","6","7","76"
"7/16/23 5:30 PM","29.81","78","89","4","S","0.00","18","4","4","5","76"
"7/16/23 5:45 PM","29.81","78","89","4","SE","0.00","23","5","6","6","76"
"7/16/23 6:00 PM","29.81","78","89","3","SSE","0.00","29","6","7","7","76"
"7/16/23 6:15 PM","29.81","77","89","4","SSE","0.00","28","6","7","7","75"
"7/16/23 6:30 PM","29.80","77","89","3","ESE","0.00","24","5","6","6","75"
"7/16/23 6:45 PM","29.80","77","88","3","SE","0.00","21","4","5","6","76"
"7/16/23 7:00 PM","29.80","77","88","3","SE","0.00","25","5","6","6","76"
"7/16/23 7:15 PM","29.80","77","88","5","SSE","0.00","25","5","6","6","75"
"7/16/23 7:30 PM","29.80","77","89","4","SE","0.00","29","6","7","7","75"
"7/16/23 7:45 PM","29.80","77","89","3","SE","0.00","32","6","8","8","76"
"7/16/23 8:00 PM","29.80","77","90","3","S","0.00","23","4","6","6","75"
"7/16/23 8:15 PM","29.80","77","91","2","S","0.00","25","5","6","7","75"
"7/16/23 8:30 PM","29.80","76","92","2","S","0.00","26","5","6","7","75"
"7/16/23 8:45 PM","29.81","76","92","3","SSE","0.00","42","8","10","11","75"
"7/16/23 9:00 PM","29.82","76","92","5","SE","0.00","42","8","10","11","75"
"7/16/23 9:15 PM","29.83","77","92","4","SE","0.00","33","6","8","9","75"
"7/16/23 9:30 PM","29.83","77","92","3","SSE","0.00","33","6","8","9","75"
"7/16/23 9:45 PM","29.84","77","91","3","SE","0.00","31","6","8","8","75"
"7/16/23 10:00 PM","29.84","77","91","2","SE","0.00","34","7","8","9","76"
"7/16/23 10:15 PM","29.83","77","91","1","SE","0.00","34","7","8","9","76"
"7/16/23 10:30 PM","29.83","77","91","1","SSE","0.00","30","6","7","8","76"
"7/16/23 10:45 PM","29.83","77","92","1","SSE","0.00","29","6","7","8","76"
"7/16/23 11:00 PM","29.84","76","92","2","SSE","0.00","36","7","9","9","76"
"7/16/23 11:15 PM","29.84","76","92","2","SSE","0.00","55","12","14","15","75"
"7/16/23 11:30 PM","29.84","76","92","3","SE","0.00","38","7","9","10","75"
"7/16/23 11:45 PM","29.85","76","92","1","SE","0.00","40","8","10","10","75"
"7/17/23 12:00 AM","29.85","76","93","2","SSE","0.00","40","8","10","10","75"
