time_stamp,humidity,temperature,pressure,pm2.5_alt,pm1.0_atm,pm10.0_atm,local_datetime,Date
2023-08-13T02:00:00Z,53.4,86.467,1011.001,12.2,13.481,19.9815,2023-08-12T22:00:00Z,2023-08-12
2023-08-13T01:00:00Z,53.633,86.233,1011.036,11.4,12.5695,18.503,2023-08-12T21:00:00Z,2023-08-12
2023-08-13T21:00:00Z,30.767,98.5,1011.731,4,4.5035,5.867,2023-08-13T17:00:00Z,2023-08-13
2023-08-13T00:00:00Z,53.767,86.633,1010.665,10.7,12.0565,17.7215,2023-08-12T20:00:00Z,2023-08-12
2023-08-13T10:00:00Z,63.267,80.9,1010.65,4.8,4.7375,8.167,2023-08-13T06:00:00Z,2023-08-13
2023-08-13T03:00:00Z,52.9,87.066,1011.398,13,14.1865,21.1765,2023-08-12T23:00:00Z,2023-08-12
2023-08-13T13:00:00Z,55.467,86.267,1011.318,12.1,12.767,20.25,2023-08-13T09:00:00Z,2023-08-13
2023-08-13T11:00:00Z,60.733,82.367,1010.889,5.3,5.6115,9.056,2023-08-13T07:00:00Z,2023-08-13
2023-08-13T09:00:00Z,64.133,79.867,1010.358,4.4,4.1405,7.526,2023-08-13T05:00:00Z,2023-08-13
2023-08-13T20:00:00Z,26.233,105,1011.403,4.3,5.035,6.4205,2023-08-13T16:00:00Z,2023-08-13
2023-08-13T17:00:00Z,33.666,101.233,1011.007,6,6.8055,8.9015,2023-08-13T13:00:00Z,2023-08-13
2023-08-13T12:00:00Z,59.534,83.667,1011.271,6.8,7.4595,11.7295,2023-08-13T08:00:00Z,2023-08-13
2023-08-13T05:00:00Z,54.934,86.867,1011.418,13.1,14.551,21.854,2023-08-13T01:00:00Z,2023-08-13
2023-08-13T04:00:00Z,52.233,87.733,1011.616,13.6,14.9365,22.3665,2023-08-13T00:00:00Z,2023-08-13
2023-08-13T08:00:00Z,66.433,78.434,1009.517,3.8,3.5535,6.5775,2023-08-13T04:00:00Z,2023-08-13
2023-08-13T22:00:00Z,32.767,95.767,1011.928,4,4.421,5.817,2023-08-13T18:00:00Z,2023-08-13
2023-08-13T23:00:00Z,34.566,93.834,1012.514,3.5,4.349,5.158,2023-08-13T19:00:00Z,2023-08-13
2023-08-13T06:00:00Z,64.9,80.633,1011.454,8.7,8.979,16.0285,2023-08-13T02:00:00Z,2023-08-13
2023-08-13T18:00:00Z,27.267,103.633,1011.241,4.1,4.438,5.795,2023-08-13T14:00:00Z,2023-08-13
2023-08-13T14:00:00Z,50.2,90.133,1011.158,12.3,13.071,20.3215,2023-08-13T10:00:00Z,2023-08-13
2023-08-13T19:00:00Z,26.4,104.8,1011.204,3.9,4.194,5.495,2023-08-13T15:00:00Z,2023-08-13
2023-08-13T07:00:00Z,65.433,79.233,1009.811,3.5,3.126,5.6975,2023-08-13T03:00:00Z,2023-08-13
2023-08-07T15:00:00Z,57.867,87.2,1012.434,17.3,17.6445,28.7135,2023-08-07T11:00:00Z,2023-08-07
2023-08-07T13:00:00Z,65.833,80.167,1013.262,17.5,17.1425,30.781,2023-08-07T09:00:00Z,2023-08-07
2023-08-07T16:00:00Z,45,93.5,1011.373,14.6,15.5965,24.211,2023-08-07T12:00:00Z,2023-08-07
2023-08-07T11:00:00Z,71.034,76.066,1013.57,18.3,17.751,32.243,2023-08-07T07:00:00Z,2023-08-07
2023-08-07T10:00:00Z,71.4,75.3,1013.607,20.1,19.1905,34.5085,2023-08-07T06:00:00Z,2023-08-07
2023-08-07T14:00:00Z,65,82.566,1013.036,18.2,18.098,31.3665,2023-08-07T10:00:00Z,2023-08-07
2023-08-07T12:00:00Z,70.233,77.067,1013.366,17.6,17.1345,31.046,2023-08-07T08:00:00Z,2023-08-07
2023-08-07T08:00:00Z,64,81.034,1013.686,24.2,22.091,40.886,2023-08-07T04:00:00Z,2023-08-07
2023-08-07T21:00:00Z,60.5,86.1,1008.441,11.9,12.3085,20.304,2023-08-07T17:00:00Z,2023-08-07
2023-08-07T01:00:00Z,56.6,82.066,1015.189,19.2,19.2365,32.67,2023-08-06T21:00:00Z,2023-08-06
2023-08-07T19:00:00Z,54.7,88.433,1009.769,15,15.5565,25.6485,2023-08-07T15:00:00Z,2023-08-07
